,class,message
445,ham,sorry my battery died i can come by but im only getting a gram for now wheres your place
446,ham,well done blimey exercise yeah i kinda remember wot that is hmm 
447,ham,i wont get concentration dear you know you are my mind and everything 
448,ham,lol  have you made plans for new years
449,ham, min later k
450,ham,hanks lotsly
451,ham,thanks for this hope you had a good day today
452,ham,kkwhat are detail you want to transferacc no enough
453,ham,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month
454,spam,loan for any purpose å  å homeowners  tenants welcome have you been previously refused we can still help call free   or text back help
455,ham,si si i think ill go make those oreo truffles
456,ham,look at amy ure a beautiful intelligent woman and i like u a lot i know u donåõt like me like that so donåõt worry
457,ham,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl
458,ham, that call cost which i guess isnt bad miss ya need ya want ya love ya
459,ham,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe
460,ham,where did u go my phone is gonna die you have to stay in here
461,ham,great never been better each day gives even more reasons to thank god
462,spam,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on    offer ends th july tcs apply optout available
463,ham,sorry ill call later ok bye
464,ham,ok i am on the way to railway
465,ham,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love  ltgt  times per night 
466,ham,they dont put that stuff on the roads to keep it from getting slippery over there
467,ham,when are you going to ride your bike
468,ham,yup no need ill jus wait  e rain  stop
469,ham,there are many company tell me the language
470,spam,okmail dear dave this is your final notice to collect your  tenerife holiday or  cash award call  from landline tcs sae box cwwx ppm
471,ham,how long has it been since you screamed princess
472,ham,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered  ltgt  to my account and  ltgt dollars got removed so the banks differ and charges also differbe sure you trust the ja person you are sending account details to cos
473,spam,want  get laid tonight want real dogging locations sent direct  ur mob join the uks largest dogging network by txting moan to nyt eca pmsgp
474,ham,nice line said by a broken heart plz dont cum  more times infront of me other wise once again i ll trust u good t
475,ham,ok im gonna head up to usf in like fifteen minutes
476,ham,love you aathilove u lot
477,ham,tension ahwhat machiany problem
478,ham,k can i pick up another th when youre done
479,ham,whenre you guys getting back g said you were thinking about not staying for mcr
480,ham,almost there see u in a sec
481,ham,yo carlos a few friends are already asking me about you you working at all this weekend
482,ham,watching tv lor
483,ham,thank you baby i cant wait to taste the real thing
484,ham,you should change your fb to jaykwon thuglyfe falconerf
485,ham,if we win its really no  side for long time
486,spam,free message activate your  free text messages by replying to this message with the word free for terms  conditions visit 
487,ham,dear reached railway what happen to you
488,ham,depends on quality if you want the type i sent boye faded glory then about  if you want ralphs maybe 
489,ham,i think ive fixed it can you send a test message
490,ham,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card
491,spam,congrats  year special cinema pass for  is yours call  now c suprman v matrix starwars etc all  free bxipwe pm dont miss out
492,ham,sorryin meeting ill call later
493,ham,what class of  ltgt  reunion
494,ham,are you free nowcan i call now
495,ham,got meh when
496,ham,nope think i will go for it on monday sorry i replied so late
497,ham,some of them told accenture is not confirm is it true
498,ham,kate jackson rec center before ish right
499,ham,dear i have reache room
500,ham,fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose  u lose if u win  u still lose
501,ham,when can ì_ come out
502,ham,check with nuerologist
503,ham,lolnice i went from a fish to water
504,spam, congratulations  in this weeks competition draw u have won the å prize to claim just call  b tcsstop sms  over  only ppm
505,ham,no its waiting in e car dats bored wat cos wait outside got nothing  do at home can do my stuff or watch tv wat
506,ham,maybe westshore or hyde park village the place near my house
507,ham,you should know now so hows anthony are you bringing money ive school fees to pay and rent and stuff like that thats why i need your help a friend in need
508,ham,whats the significance
509,ham,your opinion about me  over  jada  kusruthi  lovable  silent  spl character  not matured  stylish  simple pls reply
510,ham, at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try
511,ham,prabhaim sorydarealyfrm heart im sory
512,ham,lol ok your forgiven 
513,ham,nojst change tat only
514,spam,you are guaranteed the latest nokia phone a gb ipod mp player or a å prize txt word collect to no  ibhltd ldnwh pmtmsgrcvd
515,ham,sno competition for him
516,spam,boltblue tones for p reply poly or mono eg poly  cha cha slide  yeah  slow jamz  toxic  come with me or stop  more tones txt more
517,spam,your credits have been topped up for  your renewal pin is tgxxrz
518,ham,that way transport is less problematic than on sat night by the way if u want to ask  n  to join my bday feel free but need to know definite nos as booking on fri 
519,ham,usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now
520,ham,but thats on ebay it might be less elsewhere
521,ham,shall i come to get pickle
522,ham,were gonna go get some tacos
523,ham,thats very rude you on campus
524,spam,urgent your mobile no was awarded a å bonus caller prize on  this is our nd attempt to contact you call  boxqu
525,ham,hi i wont b ard  christmas but do enjoy n merry xmas
526,spam,todays offer claim ur å worth of discount vouchers text yes to  now savamob member offers mobile t cs  å sub   unsub reply x
